row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
883505,2026-01-21 19:32:31,FORBESCO.BO,74,,,,,,86400,2,361.25,361.25,398.0,,,1661299200,0.0,,0.582,6076,6076,1985,0.03554,0.13847,-345606752,74340000,377.9625,0.0,0.0,3991651072,1128829,12898616,0.8018,0.07138,12898616,180.545,2.1454484,0.232,22.53,,-0.09126139,,,BSE,EQUITY,700200000,54.976,218488992,62800000,2462,2462,4996278784,264.35,477.0,2.9381528,334.635,1.608,1.918,1700482944,2.731,133.602,0.23,-0.46,0.32452,0.12849,0.12353,0.72642,363.45,361.25,361.25,398.0,363.45,17.192633,,FORBESCO.BO,FORBES & COMPANY LTD.,Forbes & Company Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,387.35,,,,,,none,,6.58,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
883506,2026-01-21 19:32:31,FORCEMOT.BO,4640,,,,,,86400,2,20710.05,19392.6,20710.05,40.0,0.19,1757462400,0.048899997,0.42,0.555,13856,13856,5652,0.13356,0.35486,-82425000,9159900160,15828.592,0.0,0.0,268983713792,4666464,13176262,0.63256,0.04654,13176263,2661.104,7.440427,1.597,817.27,145.2,2.1920612,40.0,1757462400,BSE,EQUITY,5048699904,383.17,13107399680,0,7287,7287,260886708224,6128.55,21999.95,3.0250716,18414.115,0.494,1.816,86241501184,,6545.403,1.598,0.072,0.28509,0.15198,0.15197,0.12488,20795.8,20710.05,19392.6,20710.05,20795.8,24.226694,136.36192,FORCEMOT.BO,FORCE MOTORS LTD.,Force Motors Limited,Auto Manufacturers,Consumer Cyclical,19799.75,,,,,,none,,-4.79,3.3,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Buy,Trading near its 52-week high (bullish momentum)
883507,2026-01-21 19:32:31,FORTIS.BO,12237,,,,,,86400,2,848.85,831.45,857.65,1.0,0.12,1753401600,0.074499995,,0.586,230292,230292,73172,0.06305,0.112679996,-17866006528,15685018624,858.52924,0.0,0.0,677965987840,489393968,754958148,0.04072,0.81343,754958148,124.776,6.767728,0.824,13.45,19.4806,0.36248016,1.0,1753401600,BSE,EQUITY,4240399872,5.611,17692276736,31946500096,53689,53689,637524443136,521.05,1105.0,7.556305,906.834,0.837,0.964,84369866752,32.958,111.688,0.821,0.173,0.5808,0.20969999,0.19322,0.120179996,857.0,848.85,831.45,857.65,857.0,62.78439,43.348255,FORTIS.BO,FORTIS HEALTHCARE LTD.,Fortis Healthcare Limited,Medical Care Facilities,Healthcare,844.45,1160.0,925.0,1067.8125,1086.5,1.6875,buy,16,-1.46,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883508,2026-01-21 19:32:31,FORTISMLR.BO,,,,,,,86400,2,54.96,52.24,55.88,42.5,59.83,1721779200,0.0,,-0.152,12987,12987,12261,-0.02495,0.14124,-49739876,1059000,69.1562,0.0,0.0,682823296,4818469,18741759,0.72191,0.0,18741760,18.397,2.954286,-0.839,2.42,,-0.072718084,,,BSE,EQUITY,344140000,18.417,,0,14494,14494,1018614656,52.24,98.7,2238.7136,61.1284,12.231,12.243,455000,,0.021,-0.848,,0.88132006,0.0,-14.912,99.67253,54.96,54.96,52.24,55.88,54.96,22.458677,,FORTISMLR.BO,FORTIS MALAR HOSPITALS LIMITED,Fortis Malar Hospitals Limited,Medical Care Facilities,Healthcare,54.35,,,,,,none,,-1.11,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
883509,2026-01-21 19:32:31,FOSECOIND.BO,223,,,,,,86400,2,4501.2,4500.0,4526.4,25.0,0.55,1747180800,0.2015,0.79,0.056,21,21,104,,,,,4997.9604,0.0,0.0,26184165376,702964,7537259,0.88531995,0.00438,7537260,578.813,7.774532,-0.138,124.22,60.07,0.19897497,25.0,1747180800,BSE,EQUITY,2895043072,453.264,1059160000,15676000,59,59,33917669376,3239.65,6819.0,5.7201414,5052.39,,,5929516032,0.424,928.607,-0.138,0.071,0.44076002,0.17863001,0.16611,0.13363,4550.35,4501.2,4500.0,4526.4,4550.35,36.22605,74.912605,FOSECOIND.BO,FOSECO INDIA LTD.,Foseco India Limited,Chemicals,Basic Materials,4500.0,,,,,,none,,-1.11,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
883510,2026-01-21 19:32:31,FRANKLININD.BO,,,,,,,86400,4,0.49,0.44,0.54,,,,0.0,,-0.896,34517140,34517140,10168297,0.02506,0.04121,-525084384,-481902016,1.22905,0.0,0.0,361728992,560099799,771200000,0.06859,0.0,771200000,1.597,0.28177834,-0.984,-0.03,,-0.80237156,,,BSE,EQUITY,321000,0.0,39185000,2500000,11075588,11075588,347040000,0.44,2.75,0.24794647,0.7144,9.789,15.87,1399656960,0.218,2.803,-0.994,-0.755,0.03953,0.027999999,0.00035999998,0.026180001,0.5,0.49,0.44,0.54,0.5,,,FRANKLININD.BO,Franklin Industries Limited,Franklin Industries Limited,Agricultural Inputs,Basic Materials,0.45,,,,,,none,,-10.0,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
883511,2026-01-21 19:32:31,FRASER.BO,,,,,,,86400,2,8.05,8.04,8.8,,,,0.0,,0.522,1949,1949,32800,-0.04059,-0.15366,30551728,36173060,8.29715,0.0,0.0,41019996,4569000,8120300,0.32516998,0.0,8120300,6.21,1.3043479,,-1.05,,-0.07236844,,,BSE,EQUITY,39250000,4.71,-8330940,9770000,19843,19843,65774432,5.4,12.34,519.8738,9.2342,1.406,1.411,126520,18.879,0.015,,-0.982,0.60251,0.0,-24.5,0.0,8.46,8.05,8.04,8.8,8.46,,,FRASER.BO,Fraser And Company Limited,Fraser and Company Limited,Building Products & Equipment,Industrials,8.1,,,,,,none,,-4.26,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,No strong momentum
883512,2026-01-21 19:32:31,FREDUN.BO,261,,,,,,86400,2,1504.0,1432.0,1523.9,0.7,0.05,1758585600,0.0119,0.09,0.643,13964,13964,12056,0.09191,0.19113001,-204587120,360212000,1184.697,0.7,0.00046516265,8726929408,2720889,5366022,0.59013003,0.0,5366022,333.114,4.4216094,1.207,58.99,,1.1844244,0.7,1758585600,BSE,EQUITY,87291000,18.492,663793024,1710470016,16555,16555,7903613952,635.05,1999.0,1.4894449,1700.371,0.282,1.438,5306416128,108.775,1142.958,1.208,0.338,0.23697,0.12509,0.13045,0.05189,1504.85,1504.0,1432.0,1523.9,1504.85,24.96864,,FREDUN.BO,Fredun Pharmaceuticals Limited,Fredun Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,1472.9,,,,,,none,,-2.12,3.3,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883513,2026-01-21 19:32:31,FRONTCORP.BO,109,,,,,,86400,2,31.0,29.6,31.0,,,1127260800,,,-1.016,201,201,467,0.019650001,0.17924,70082376,14782000,42.24475,0.0,0.0,681391808,895141,5000000,0.82395,0.0,5000000,33.163,0.9046227,-0.399,-1.641,,-0.32314408,,,BSE,EQUITY,32983000,6.624,48494000,560022976,601,601,150000000,29.6,61.49,0.13251199,37.7188,0.231,0.536,1131972992,339.161,227.51,-0.399,-0.018,0.32191002,0.04284,0.00437,0.02397,31.0,31.0,29.6,31.0,31.0,,,FRONTCORP.BO,FRONTLINE CORPORATION LTD.,Frontline Corporation Limited,Auto Parts,Consumer Cyclical,30.0,,,,,,none,,-3.23,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
883514,2026-01-21 19:32:31,FRONTSP.BO,215,,,,,,86400,2,4522.15,3900.0,4578.0,1.8,0.04,1757894400,0.0139,,0.249,23961,23961,6364,0.26208,0.39040002,-25403876,207036992,4058.7944,1.8,0.00039804075,17852698624,1400025,3938511,0.62135,0.0,3938512,392.132,11.259857,1.155,128.88,,1.0754757,1.8,1757894400,BSE,EQUITY,130640000,32.971,717337024,65404000,9058,9058,17389910016,1653.35,5470.0,6.0712533,4180.726,2.328,4.592,2864303104,4.209,704.226,0.87,0.584,0.50544,0.25044,0.25359,0.17751,4522.15,4522.15,3900.0,4578.0,4522.15,34.259388,,FRONTSP.BO,FRONTIER SPRINGS LTD.,Frontier Springs Limited,Metal Fabrication,Industrials,4415.35,,,,,,none,,-2.36,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883515,2026-01-21 19:32:31,FSL.BO,35997,,,,,,86400,2,316.35,306.0,316.35,4.0,1.26,1740096000,0.42150003,2.12,0.208,40764,40764,49437,0.07886,0.16209,6925277696,10726960128,351.7335,0.0,0.0,239369027584,307799180,691194679,0.5538,0.3046,691194679,63.23,4.909062,0.299,9.5,13.61692,-0.09693515,4.0,1740096000,BSE,EQUITY,3021910016,4.377,11754070016,23689400320,47977,47977,214546825216,272.4,403.8,2.4397798,342.983,0.83,0.973,87936966656,54.258,127.478,0.296,0.201,0.38162997,0.13366,0.11524,0.07617,316.75,316.35,306.0,316.35,316.75,32.673683,22.795168,FSL.BO,FIRSTSOURCE SOLUTIONS LTD.,Firstsource Solutions Limited,Information Technology Services,Technology,310.4,471.0,360.0,406.15384,420.0,1.92308,buy,13,-2.0,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883516,2026-01-21 19:32:31,FUSION.BO,15274,,,,,,86400,2,163.95,159.85,170.25,,,,0.0,,0.383,34965,34965,19185,-0.10751,-0.44958,,23096399872,173.0195,0.0,0.0,61012221952,83898809,100657945,0.57812,0.10795,161716337,146.422,1.1442953,,-89.39,14.75259,-0.12255818,,,BSE,EQUITY,9892500480,75.512,,49426300928,51392,51392,27095572480,124.9,211.8,61.163822,165.203,105.154,105.154,443000000,257.668,3.731,,,1.0,0.0,-0.11823,0.0,163.95,163.95,159.85,170.25,163.95,,11.357327,FUSION.BO,FUSION FINANCE LIMITED,Fusion Finance Limited,Credit Services,Financial Services,167.55,225.0,155.0,184.44444,180.0,2.88889,hold,9,2.2,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum
883517,2026-01-21 19:32:31,FUTSOL.BO,3,,,,,,86400,2,46.98,42.5,46.98,,,1720137600,0.0,,-0.096,49,49,332,-0.00171,-0.00509,2856000,743000,52.8341,0.0,0.0,4694977024,1247400,10473447,0.98864996,0.0,10473447,1.386,30.66378,,-0.06,,-0.34459764,,,BSE,EQUITY,67501000,0.614,-398000,4978000,624,624,445121504,42.35,73.0,71.16251,48.6578,12.568,21.18,6255000,3.265,0.057,,-0.321,0.76371,-0.06363,-0.00995,-0.12438,43.25,46.98,42.5,46.98,43.25,,,FUTSOL.BO,FUTURISTIC SOLUTIONS LTD.,Futuristic Solutions Limited,Credit Services,Financial Services,42.5,,,,,,none,,-1.73,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,Trading near its 52-week low (bearish momentum)
883518,2026-01-21 19:32:31,GABRIEL.BO,3160,,,,,,86400,2,893.8,870.1,898.9,4.85,0.55,1763683200,0.2643,0.85,0.615,23551,23551,41936,0.097629994,0.21625,-1583944960,2581270016,956.77124,4.85,0.005479607,126849753088,63182864,143643940,0.55954,0.19157,143643940,88.977,10.046979,0.097,17.79,31.3,1.0730765,1.9,1763683200,BSE,EQUITY,1207990016,8.418,4107160064,1037609984,20782,20782,128410501120,387.05,1386.45,2.939526,1028.619,0.925,1.566,43684081664,8.126,304.107,0.098,0.149,0.25393,0.09402,0.07445,0.058480002,885.1,893.8,870.1,898.9,885.1,50.250137,28.560703,GABRIEL.BO,GABRIEL INDIA LTD.,Gabriel India Limited,Auto Parts,Consumer Cyclical,893.95,1260.0,1125.0,1186.6666,1175.0,2.5,buy,3,1.0,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883519,2026-01-21 19:32:31,GAEL.BO,2351,,,,,,86400,2,137.45,133.0,137.45,0.25,0.18,1755820800,0.0554,2.93,-0.186,35310,35310,56831,0.04165,0.06879,-1075175040,2830200064,113.60325,0.0,0.0,58294743040,136042889,458670660,0.70302004,0.01045,458670660,67.527,2.0066047,-0.452,4.51,8.8,0.18782389,0.25,1755820800,BSE,EQUITY,7596199936,16.583,3671600128,2883099904,52239,52239,62149873664,98.7,143.35,1.2008662,121.18,2.014,3.736,51754201088,9.321,112.987,-0.45,0.322,0.23896,0.070939995,0.027409999,0.03987,137.55,137.45,133.0,137.45,137.55,30.044344,15.397727,GAEL.BO,GUJARAT AMBUJA EXPORTS LTD.,Gujarat Ambuja Exports Limited,Packaged Foods,Consumer Defensive,135.5,138.0,138.0,138.0,138.0,1.0,strong_buy,1,-1.49,2.6,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
883520,2026-01-21 19:32:31,GAGAN.BO,,,,,,,86400,2,19.35,19.35,22.11,,,,0.0,,0.404,6188,6188,2563,0.02086,0.04034,259875,-685000,22.84065,0.0,0.0,89415752,2089911,4518500,0.54338,0.0,4518500,6.952,3.144419,,0.29,,-0.18239528,,,BSE,EQUITY,4466000,0.959,1907000,3923000,2583,2583,98774416,17.61,35.8,1.8220364,23.4642,13.901,31.05,54211000,12.119,11.886,,0.152,0.19264999,0.03518,-0.00419,0.023610001,19.32,19.35,19.35,22.11,19.32,75.37932,,GAGAN.BO,GAGAN GASES LTD.,Gagan Gases Limited,Oil & Gas Refining & Marketing,Energy,21.86,,,,,,none,,13.15,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883521,2026-01-21 19:32:31,GAIL.BO,5010,10,9,3,8,9,86400,2,161.0,159.8,165.3,7.5,4.66,1754265600,0.45209998,4.01,0.445,394547,394547,714379,0.04758,0.12713,22169524224,135221903360,180.306,0.0,0.0,1268127498240,2696468040,6575079643,0.58575,0.25597998,6575079644,134.062,1.2139906,-0.268,16.58,17.93787,-0.08756024,1.0,1754265600,BSE,EQUITY,17449799680,2.654,128281296896,224333103104,1342119,1342119,1070094155776,150.6,202.65,0.7424783,173.211,0.485,0.906,1441246347264,25.373,219.115,-0.268,0.049,0.16841,0.08901,0.06426,0.075729996,161.0,161.0,159.8,165.3,161.0,9.816044,9.072984,GAIL.BO,GAIL (INDIA) LTD.,GAIL (India) Limited,Utilities - Regulated Gas,Utilities,162.75,270.0,155.0,205.90323,205.0,1.83871,buy,31,1.09,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
883522,2026-01-21 19:32:31,GAJANANSEC.BO,,,,,,,86400,2,62.99,58.03,62.99,,,,0.0,,-0.009,2401,2401,3990,0.0027599998,0.00465,-43999320,930913,69.88265,0.0,0.0,175123600,191285,3102000,0.90707,0.0,3102000,398.365,0.15674068,81.318,1.79,,-0.5073701,,,BSE,EQUITY,14346000,4.634,5297897,0,6232,6232,193688880,46.5,142.7,26.027458,56.378,1.574,7.191,7441713,,2.353,78.776,19.203,1.0,0.71192,0.88685995,0.74442,61.16,62.99,58.03,62.99,61.16,34.882683,,GAJANANSEC.BO,GAJANAN SECURITIES SERVICES LT,Gajanan Securities Services Limited,Capital Markets,Financial Services,62.44,,,,,,none,,2.09,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
883523,2026-01-21 19:32:31,GALADAFIN.BO,5,,,,,,86400,2,36.64,34.9,36.64,,,,0.0,,-0.708,757,757,204,0.02307,0.051570002,,-42875568,25.623505,0.0,0.0,167581792,618297,3000000,0.82157,0.0,3000000,19.684,1.7755538,1.119,0.98,,0.59506404,,,BSE,EQUITY,9490000,3.172,,72651000,469,469,104850000,17.29,36.64,7.2801423,29.7622,1.437,1.531,14402191,123.357,4.73,1.083,0.732,0.97407997,0.0,0.19948,0.2059,34.9,36.64,34.9,36.64,34.9,35.663265,,GALADAFIN.BO,Galada Finance Limited,Galada Finance Limited,Credit Services,Financial Services,34.95,,,,,,none,,0.14,1.7,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
883524,2026-01-21 19:32:31,GALAPREC.BO,335,,,,,,86400,2,721.3,699.0,722.95,,,,0.0,,,2003,2003,521,0.06729,0.1173,-426846240,12710000,813.71674,0.0,0.0,8871640064,3676898,12750275,0.72994006,0.02161,12753669,214.444,3.3125198,0.597,23.24,,-0.32210815,,,BSE,EQUITY,484600000,38.237,424289984,239400000,480,480,9059568640,691.0,1122.95,3.3813825,748.29,1.754,3.532,2679249920,8.821,211.153,0.303,0.394,0.58323,0.15836,0.12309,0.112840004,719.65,721.3,699.0,722.95,719.65,30.565834,,GALAPREC.BO,Gala Precision Engineering Lim,,Specialty Industrial Machinery,Industrials,710.35,,,,,,none,,-1.29,1.7,Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883525,2026-01-21 19:32:31,GALAXYSURF.BO,1785,,,,,,86400,2,1879.4,1879.4,1910.35,22.0,1.16,1754006400,0.2723,0.82,0.21,121,121,827,0.06382,0.11924,1109849984,3465400064,2259.514,4.0,0.0021164021,63181119488,9663568,35454752,0.72779,0.15709,35454752,714.829,2.66917,-0.215,80.7,96.73333,-0.21204036,4.0,1754006400,BSE,EQUITY,6517199872,183.783,4532899840,2676400128,1112,1112,67647668224,1860.05,2750.0,1.4120594,2027.849,1.217,2.097,47907098624,10.558,1351.121,-0.215,0.248,0.26865998,0.09462,0.06084,0.05979,1890.0,1879.4,1879.4,1910.35,1890.0,23.643124,19.724329,GALAXYSURF.BO,Galaxy Surfactants Limited,Galaxy Surfactants Limited,Specialty Chemicals,Basic Materials,1908.0,2850.0,2097.0,2485.25,2525.0,2.0,buy,12,0.95,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883526,2026-01-21 19:32:31,GALLANTT.BO,3629,,,,,,86400,2,550.0,541.2,554.2,1.25,0.23,1757635200,0.0614,,1.042,10117,10117,33479,0.110369995,0.17205,-670508864,5241035776,566.85675,1.25,0.0022677793,139214929920,52888980,241280945,0.93487,0.00066,241280945,126.406,4.2960777,0.819,20.34,,0.7649696,1.25,1757635200,BSE,EQUITY,2756728064,11.222,7804779008,6568014848,10657,10657,131027615744,290.1,800.6,3.0253465,575.9,0.568,2.541,43309953024,21.152,178.899,0.783,0.074,0.28409,0.18021,0.11068,0.11376,551.2,550.0,541.2,554.2,551.2,26.698622,,GALLANTT.BO,GALLANTT ISPAT LIMITED,Gallantt Ispat Limited,Steel,Basic Materials,543.05,,,,,,none,,-1.48,3.3,Hold,Buy,High Beta (more volatile)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
883527,2026-01-21 19:32:31,GALLOPENT.BO,2,,,,,,86400,2,18.63,17.71,18.63,,,845337600,0.0,,-1.987,41,41,446,-0.0130900005,-0.02059,-6539500,-1275000,19.79965,0.0,0.0,85477552,681263,5011400,0.87969,0.0,5011400,2.83,6.5017667,,-0.06,,-0.12122643,,,BSE,EQUITY,5011000,1.032,,0,354,354,92209760,16.0,28.84,164.07431,20.197,8.73,20.984,562000,,0.113,,4.0,2.3238401,0.0,68.04,-0.5089,18.63,18.63,17.71,18.63,18.63,,,GALLOPENT.BO,GALLOPS ENTERPRISE LTD.,Gallops Enterprise Limited,Real Estate - Development,Real Estate,18.4,,,,,,none,,-1.23,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
883528,2026-01-21 19:32:31,GALXBRG.BO,111,,,,,,86400,2,472.65,451.05,483.0,,,,0.0,,-0.489,485,485,1122,0.04068,0.058569998,-103177000,-44963000,800.284,0.0,0.0,1408581632,1212010,3180000,0.50248003,0.0,3180000,336.988,1.3875865,,19.19,,-0.5224931,,,BSE,EQUITY,366612000,115.328,109376000,265227008,482,482,1486968064,451.05,1100.0,1.9182699,618.775,2.184,2.909,775161024,24.759,243.461,,-0.58,0.62041,0.14109999,-0.12328,0.07872,475.0,472.65,451.05,483.0,475.0,24.366858,,GALXBRG.BO,GALAXY BEARINGS LTD.,Galaxy Bearings Limited,Metal Fabrication,Industrials,467.6,,,,,,none,,-1.56,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,Trading near its 52-week low (bearish momentum)
883529,2026-01-21 19:32:31,GANDHAR.BO,410,,,,,,86400,2,151.8,147.85,154.45,0.5,0.33,1754006400,0.053200003,,0.037,33805,33805,188331,0.04551,0.07572,-976659968,297369984,151.52126,0.0,0.0,17565186048,31605930,97879530,0.66319,0.04889,97879531,131.654,1.1526425,0.982,9.39,,-0.20577526,0.5,1754006400,BSE,EQUITY,1240569984,12.662,1759650048,3314729984,520063,520063,14853218304,120.6,195.0,0.37795526,142.081,1.261,2.476,39298879488,24.674,396.011,0.927,0.133,0.11006,0.04478,0.05505,0.023740001,152.65,151.8,147.85,154.45,152.65,16.160809,,GANDHAR.BO,Gandhar Oil Refinery (India) L,Gandhar Oil Refinery (India) Limited,Oil & Gas Refining & Marketing,Energy,151.75,,,,,,none,,-0.59,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
883530,2026-01-21 19:32:31,GANDHITUBE.BO,385,,,,,,86400,2,721.0,703.9,731.2,15.0,2.13,1754265600,0.2745,2.04,0.842,349,349,407,0.15488,0.25287,336058496,448560992,774.33875,0.0,0.0,8501397504,4539758,12152000,0.76726997,0.00022,12152000,236.082,3.0855806,0.026,54.63,31.53,-0.017813623,15.0,1754265600,BSE,EQUITY,74900000,6.164,746299008,1144000,264,264,8852124672,580.0,1033.7,4.9391923,761.965,2.368,6.166,1792221056,0.04,147.47,0.026,-0.012,0.63758,0.41641,0.41988,0.37054002,705.75,721.0,703.9,731.2,705.75,13.334249,23.103394,GANDHITUBE.BO,GANDHI SPECIAL TUBES LTD.,Gandhi Special Tubes Limited,Metal Fabrication,Industrials,728.45,,,,,,none,,3.22,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Highly Profitable with margins > 20%,Hold,No strong momentum
883531,2026-01-21 19:32:31,GANECOS.BO,2276,,,,,,86400,2,696.35,685.1,708.15,4.5,0.65,1758240000,0.18370001,0.28,0.103,3223,3223,4956,0.03534,0.054050002,-1953669632,526608000,1284.7908,3.0,0.0043084878,16780607488,9738230,26754363,0.45026,0.26058,26754364,706.96,0.97869754,,24.51,41.83333,-0.5739851,3.0,1758240000,BSE,EQUITY,1104578944,61.869,1665981056,5453745152,5671,5671,18511345664,685.1,1907.05,1.2831129,871.64,0.863,2.505,14426903552,43.209,562.365,,-0.061,0.35297,0.115480006,0.018099999,0.044159997,696.3,696.35,685.1,708.15,696.3,28.229296,16.539444,GANECOS.BO,GANESHA ECOSPHERE LTD.,Ganesha Ecosphere Limited,Textile Manufacturing,Consumer Cyclical,691.9,1795.0,1116.0,1560.3334,1770.0,1.0,strong_buy,3,-0.63,3.0,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
883532,2026-01-21 19:32:31,GANESHBE.BO,198,,,,,,86400,2,73.0,71.35,74.53,,,,0.0,,-0.496,3583,3583,5696,0.07312,0.0836,118607504,717020032,96.13545,0.0,0.0,4790965248,33498119,71989421,0.53461,0.032279998,71989422,80.578,0.92494226,0.443,6.54,,-0.4484322,,,BSE,EQUITY,1049689984,14.581,1058209984,521270016,6530,6530,5365371904,71.35,139.25,1.3980441,81.122,1.768,2.505,3837769984,8.888,53.308,0.441,0.014,0.76615,0.27574,0.1617,0.12269,73.0,73.0,71.35,74.53,73.0,11.396025,,GANESHBE.BO,GANESH BENZOPLAST LTD.,Ganesh Benzoplast Limited,Specialty Chemicals,Basic Materials,74.53,,,,,,none,,2.1,2.5,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
883533,2026-01-21 19:32:31,GANESHHOUC.BO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,2.6,Hold,Hold,High Beta (more volatile),None,None,None,None
