row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank
3788,2024-12-15 18:31:55,SGL.NS,Textile Manufacturing,Consumer Cyclical,221.0,,,,,,86400.0,2.0,18.8,18.79,18.51,20.5,18.8,18.79,18.51,20.5,,,,,,0.568,,,112437.0,112437.0,25380.0,57939.0,57939.0,568965632.0,13.25,27.32,0.5976266,16.79,17.363,,,662954496.0,-0.01417,8440248.0,27452700.0,0.70824,,27959000.0,9.963,2.0425575,,-0.47,,0.24916947,,,NSI,EQUITY,2453000.0,0.082,7566250.0,193230000.0,,,952041984.0,71.856,34.42,,,,,,0.512,0.15517001,0.00795,0.0032499998,SGL.NS,STL GLOBAL LIMITED,STL Global Limited,20.35,,,,,,none,,8.24,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,8,5
3789,2024-12-15 18:31:55,SHAH.NS,Steel,Basic Materials,89.0,,,,,,86400.0,4.0,4.31,4.32,4.27,4.42,4.31,4.32,4.27,4.42,,,,,,1.014,7.183333,,525712.0,525712.0,480898.0,507143.0,507143.0,2859335936.0,2.9,7.37,1.8564537,4.6724,4.48165,,,2181170944.0,0.18215,179241850.0,660353984.0,0.63798,,663419008.0,3.216,1.3401741,2.247,0.6,,0.30606055,,,NSI,EQUITY,5852000.0,0.012,99660000.0,61762000.0,4.511,5.329,1540214016.0,3.895,2.783,0.02604,0.27207002,-1036092608.0,-761828992.0,1.5,1.276,0.11148,0.06471,0.03799,SHAH.NS,SHAH METACORP LIMITED,Shah Metacorp Limited,4.31,,,,,,none,,0.0,2.9,Hold,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,8,4
3790,2024-12-15 18:31:55,SHAHALLOYS.NS,Steel,Basic Materials,539.0,,,,,,86400.0,2.0,76.44,76.44,74.91,76.44,76.44,76.44,74.91,76.44,,,1189036800.0,,,0.182,,,5967.0,5967.0,95191.0,7111.0,7111.0,1484812544.0,51.95,112.99,0.26096958,75.325,68.62035,,,2144813952.0,-0.046,7630920.0,19797500.0,0.60153997,,19849300.0,5.68,13.204226,,-16.55,,0.27506256,1.0,1189036800.0,NSI,EQUITY,2200000.0,0.111,-62625248.0,802000000.0,,,5689600000.0,712.256,277.206,,,,,,-0.165,0.03914,-0.01101,-0.06605,SHAHALLOYS.NS,SHAH ALLOYS LIMITED,Shah Alloys Limited,75.0,,,,,,none,,-1.88,2.6,Hold,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,11,5
3791,2024-12-15 18:31:55,SHAILY.NS,Specialty Chemicals,Basic Materials,629.0,,,,,,86400.0,2.0,1489.4,1490.8,1482.0,1517.0,1489.4,1490.8,1482.0,1517.0,1.0,0.0007,1726185600.0,0.062800005,,0.837,93.46299,63.53092,158142.0,158142.0,221324.0,426450.0,426450.0,68492513280.0,312.5,1517.0,9.779211,1107.419,850.2335,,,69939175424.0,0.104499996,17853944.0,45952700.0,0.62079,0.122279994,45974300.0,107.883,13.809404,1.025,15.94,,3.3353224,1.0,1726185600.0,NSI,EQUITY,150348000.0,3.278,1413731968.0,1761314944.0,0.629,1.213,7003889152.0,35.597,152.712,0.0813,0.15943,83506752.0,1214590976.0,1.021,0.219,0.39721,0.20185,0.15635,SHAILY.NS,SHAILY ENG PLASTICS LTD,Shaily Engineering Plastics Limited,1489.8,1350.0,1160.0,1255.0,1255.0,,none,2.0,0.03,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),23,16
3792,2024-12-15 18:31:55,SHAKTIPUMP.NS,Specialty Industrial Machinery,Industrials,585.0,,,,,,86400.0,2.0,899.35,944.3,920.3,944.3,899.35,944.3,920.3,944.3,0.67,0.0007,1727049600.0,0.0235,1.28,0.682,33.332157,,266852.0,266852.0,431894.0,513121.0,513121.0,113515249664.0,154.825,944.3,4.900154,778.9252,588.8632,,,18761478144.0,0.14199,8299530.0,120211000.0,0.56268,0.07946,120442000.0,470.329,2.0077434,16.302,28.33,,4.4376984,4.0,1727049600.0,NSI,EQUITY,1790700032.0,89.376,4951080960.0,1632600064.0,1.409,1.906,23165648896.0,17.325,1204.29,0.22024,0.48235,-1306981248.0,391776992.0,14.868,3.171,0.35221002,0.21372999,0.23351999,SHAKTIPUMP.NS,SHAKTI PUMPS (I) LTD,Shakti Pumps (India) Limited,944.3,,,,,,none,,5.0,2.3,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),13,5
3793,2024-12-15 18:31:55,SHALBY.NS,Medical Care Facilities,Healthcare,2853.0,,,,,,86400.0,2.0,241.38,242.15,238.1,243.49,241.38,242.15,238.1,243.49,1.2,0.005,1726704000.0,0.2442,0.59,1.025,48.745934,21.223894,83910.0,83910.0,172444.0,227286.0,227286.0,25769734144.0,204.05,339.5,2.5597997,238.1132,263.04605,1.2,0.0049714143,40200708096.0,0.05435,35485813.0,107264000.0,0.75798,0.0065499996,115132000.0,65.249,3.675612,-0.877,4.92,9.4,-0.24344146,1.2,1726704000.0,NSI,EQUITY,1485890048.0,9.632,1565190016.0,4632719872.0,0.711,1.506,10067090432.0,45.774,88.64,0.04192,0.05284,-669683776.0,3960000.0,-0.914,0.124,0.24389,0.15548,0.05908,SHALBY.NS,SHALBY LIMITED,Shalby Limited,239.83,310.0,310.0,310.0,310.0,,none,1.0,-0.64,1.4,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,16,3
3794,2024-12-15 18:31:55,SHALPAINTS.NS,Specialty Chemicals,Basic Materials,896.0,,,,,,86400.0,2.0,116.68,117.99,114.87,118.25,116.68,117.99,114.87,118.25,,,1341792000.0,,2.08,,,,59761.0,59761.0,149722.0,216150.0,216150.0,9660272640.0,97.0,221.6,1.7208388,115.5926,143.00024,,,11081346048.0,-0.15074,18169461.0,83711200.0,0.78416,1.0000001e-05,85121600.0,41.357,2.790338,,-10.12,,-0.35500276,1.437729,1341792000.0,NSI,EQUITY,219200000.0,2.614,-672499968.0,1624700032.0,0.431,1.117,5613700096.0,46.854,67.338,-0.08014,-0.25478,-941675008.0,-326600000.0,,0.227,0.26045,-0.119799994,-0.10422,SHALPAINTS.NS,SHALIM PAINTS LTD,Shalimar Paints Limited,115.4,,,,,,none,,-1.1,2.6,Hold,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),11,5
3795,2024-12-15 18:31:55,SHANKARA.NS,Home Improvement Retail,Consumer Cyclical,725.0,,,,,,86400.0,2.0,673.95,676.25,674.0,685.9,673.95,676.25,674.0,685.9,3.0,0.0045,1718236800.0,0.0937,,0.264,21.227743,12.043602,55392.0,55392.0,102175.0,72041.0,72041.0,16510423040.0,444.9,834.75,0.31909195,570.518,630.96173,,,17342464000.0,0.0148599995,9937685.0,24249300.0,0.59094,0.075890005,24297900.0,338.675,2.0063484,-0.165,32.01,56.42,-0.05104196,3.0,1718236800.0,NSI,EQUITY,283700000.0,11.695,1574800000.0,1142599936.0,0.913,1.629,51741900800.0,13.908,2147.02,0.05745,0.102910005,-646612480.0,162600000.0,-0.165,0.164,0.05607,0.030439999,0.024330001,SHANKARA.NS,SHANKARA BLDG PRODUCT LTD,Shankara Building Products Limited,679.5,,,,,,none,,0.82,1.8,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum,16,1
3796,2024-12-15 18:31:55,SHANTI.NS,Farm Products,Consumer Defensive,9.0,,,,,,86400.0,2.0,15.15,15.39,15.0,15.69,15.15,15.39,15.0,15.69,,,1537315200.0,,,,,,862744.0,862744.0,83070.0,240245.0,240245.0,171365584.0,13.5,34.4,1.9356126,16.4312,15.96585,,,167769248.0,-0.15827,3820432.0,11106000.0,,,11325900.0,11.816,1.3058565,,-1.38,,-0.1606648,0.333333,1537315200.0,NSI,EQUITY,9075000.0,0.819,-21210000.0,5957000.0,0.62,1.846,88533000.0,4.552,7.997,-0.07586,-0.10163999,-18120876.0,-34974000.0,,5571.4,0.06224,-0.23957,-0.1656,SHANTI.NS,SHANTI OVERSEAS INDIA LTD,Shanti Overseas (India) Limited,15.43,,,,,,none,,1.85,2.6,Hold,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),7,4
3797,2024-12-15 18:31:55,SHANTIGEAR.NS,Specialty Industrial Machinery,Industrials,490.0,,,,,,86400.0,2.0,528.7,531.5,525.0,534.55,528.7,531.5,525.0,534.55,5.0,0.0095,1721347200.0,0.42439997,1.48,0.403,44.99152,137.42229,10771.0,10771.0,29231.0,18300.0,18300.0,40693952512.0,473.3,703.0,7.1009197,551.985,573.28,,,40049688576.0,0.15774,19338372.0,76715904.0,0.74797,0.03511,77409904.0,49.119,10.799284,0.219,11.79,3.86,-0.033278465,2.0,1721347200.0,NSI,EQUITY,655200000.0,8.538,1127500032.0,,1.677,3.187,5730800128.0,,74.69,0.13442001,0.25695,-95162496.0,330500000.0,0.219,0.145,0.48754,0.19674,0.19945,SHANTIGEAR.NS,SHANTHI GEARS LTD,Shanthi Gears Limited,530.45,,,,,,none,,0.33,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum),19,9
3798,2024-12-15 18:31:55,SHARDACROP.NS,Agricultural Inputs,Basic Materials,500.0,,,,,,86400.0,2.0,819.85,820.0,820.0,840.0,819.85,820.0,820.0,840.0,3.0,0.0037,1722556800.0,0.1243,1.28,1.104,34.338173,20.403105,120600.0,120600.0,438776.0,258163.0,258163.0,74725695488.0,318.05,872.25,2.1310532,727.548,525.31525,,,68209455104.0,0.0621,21395091.0,90220496.0,0.74821,0.13017,90297504.0,254.204,3.2554562,,24.1,28.9,0.8951688,3.0,1722556800.0,NSI,EQUITY,6587523072.0,73.006,5276871168.0,121033000.0,1.33,2.143,35065147392.0,0.528,388.655,0.04851,0.099379994,2032815744.0,6292920832.0,,0.338,0.30298,0.15049,0.02641,SHARDACROP.NS,SHARDA CROPCHEM LTD.,Sharda Cropchem Limited,827.55,857.0,586.0,762.0,807.0,,none,5.0,0.94,1.4,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),22,14
3799,2024-12-15 18:31:55,SHARDAMOTR.NS,Auto Parts,Consumer Cyclical,917.0,,,,,,86400.0,2.0,2011.7,2017.45,2017.45,2124.0,2011.7,2017.45,2017.45,2124.0,9.92,0.0047999998,1726704000.0,0.1598,,1.401,19.314646,,32996.0,32996.0,30125.0,43126.0,43126.0,60235366400.0,1120.0,2952.1,2.120521,2097.662,2017.8535,,,53330272256.0,0.11307,10215724.0,28703900.0,0.65435,0.096820004,28708800.0,338.323,6.2016177,0.391,108.63,,0.6764865,9.92,1726704000.0,NSI,EQUITY,6088998912.0,205.271,3903327488.0,236654000.0,,,28405927936.0,2.353,956.063,,,,,0.395,0.048,0.2498,0.13741,0.120790005,SHARDAMOTR.NS,SHARDA MOTOR INDS LTD,Sharda Motor Industries Limited,2098.15,,,,,,none,,4.3,2.5,Buy,Hold,High Beta (more volatile),,,Hold,No strong momentum,9,7
3800,2024-12-15 18:31:55,SHAREINDIA.NS,Capital Markets,Financial Services,3718.0,,,,,,86400.0,2.0,301.5,302.85,299.05,314.6,301.5,302.85,299.05,314.6,1.7,0.0056,1730937600.0,0.081099994,,0.097,14.114466,,1859871.0,1859871.0,583164.0,421703.0,421703.0,68459884544.0,261.1,405.28,4.239972,292.585,308.17465,1.7,0.0056384746,42302947328.0,0.28335,68728580.0,218220000.0,0.67504,0.00551,218582000.0,109.709,2.8548253,0.101,22.19,,-0.18480468,0.5,1730937600.0,NSI,EQUITY,26191628288.0,127.268,,3892229120.0,3.26,3.289,16146305024.0,17.128,86.343,0.15201001,0.26147,,-1496412032.0,-0.149,0.223,0.69042,,0.38434,SHAREINDIA.NS,SHARE IND. SECURITIES LTD,Share India Securities Limited,313.2,,,,,,none,,3.88,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum,9,7
3801,2024-12-15 18:31:55,SHEKHAWATI.NS,Textile Manufacturing,Consumer Cyclical,141.0,,,,,,86400.0,2.0,27.67,29.04,29.04,29.05,27.67,29.04,29.04,29.05,,,,,,3.656,0.65531236,,9363.0,9363.0,51347.0,101468.0,101468.0,1004609984.0,1.45,86.43,1.2455382,39.9146,17.7591,,,990362048.0,1.89305,10975977.0,34470000.0,0.68248004,,34582100.0,3.554,8.173888,-0.692,44.33,,18.082758,,,NSI,EQUITY,17783000.0,0.514,155735008.0,3918000.0,0.254,1.16,806566976.0,3.189,23.457,0.09595,,-94435128.0,50902000.0,-0.692,0.202,0.69948,0.19308001,0.120570004,SHEKHAWATI.NS,SHEKHAWATI INDUSTRIES LTD,Shekhawati Industries Limited,29.05,,,,,,none,,4.99,2.6,Hold,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum,8,5
3802,2024-12-15 18:31:55,SHEMAROO.NS,Entertainment,Communication Services,663.0,,,,,,86400.0,2.0,169.49,169.9,168.21,176.9,169.49,169.9,168.21,176.9,,,1568592000.0,,0.76,0.746,,5.440499,60932.0,60932.0,122798.0,41669.0,41669.0,4769662976.0,128.7,240.0,0.7105781,167.9732,161.6824,,,8120899584.0,-0.13065,9049048.0,27311400.0,0.66653,,27535400.0,187.961,0.92912894,,-32.2,32.1,0.04301536,1.65,1568592000.0,NSI,EQUITY,18330000.0,0.671,-659326016.0,3413067008.0,0.375,2.028,6712370176.0,67.083,246.21,-0.04322,-0.1586,305875616.0,317316992.0,,-0.185,-0.00204,-0.09823,-0.17261,SHEMAROO.NS,SHEMAROO ENTER. LTD.,Shemaroo Entertainment Limited,174.64,,,,,,none,,3.04,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",Buy,Low Forward P/E (<20) indicates growth potential,Hold,No strong momentum,7,2
3803,2024-12-15 18:31:55,SHILPAMED.NS,Drug Manufacturers - Specialty & Generic,Healthcare,1007.0,,,,,,86400.0,2.0,815.15,816.0,801.6,833.95,815.15,816.0,801.6,833.95,,,1663545600.0,,0.14,0.648,121.36977,37.97424,462615.0,462615.0,365487.0,629899.0,629899.0,79366668288.0,313.15,959.5,6.7036114,853.709,672.837,,,93089890304.0,0.0378,34169940.0,97790896.0,0.58411,0.07368,97892896.0,208.37,3.8909154,10.926,6.68,,1.239423,1.1,1663545600.0,NSI,EQUITY,304355008.0,3.16,2737970688.0,9373886464.0,,,11839389696.0,52.078,131.733,,,,,9.429,0.124,0.65185,0.23126,0.15894,SHILPAMED.NS,SHILPA MEDICARE LTD,Shilpa Medicare Limited,810.75,1525.0,891.0,1208.0,1208.0,,none,2.0,-0.54,1.9,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),12,11
3804,2024-12-15 18:31:55,SHIVALIK.NS,Agricultural Inputs,Basic Materials,267.0,,,,,,86400.0,2.0,798.65,807.95,803.15,872.5,798.65,807.95,803.15,872.5,0.5,0.00090000004,1726790400.0,0.0548,,0.996,93.34615,,271402.0,271402.0,88716.0,370987.0,370987.0,13219395584.0,492.9,872.5,4.668748,598.783,595.6545,,,8858788864.0,0.05548,5823509.0,15560400.0,0.61443,7e-05,15562300.0,326.233,2.603814,-0.156,9.1,,0.27824903,0.5,1726790400.0,NSI,EQUITY,377375008.0,24.305,269555264.0,760820992.0,,,2831464960.0,14.989,182.968,,,,,-0.212,0.158,0.47276002,0.0952,0.07886,SHIVALIK.NS,SHIVALIK RASAYAN LIMITED,Shivalik Rasayan Limited,849.45,,,,,,none,,6.36,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),24,16
3805,2024-12-15 18:31:55,SHIVAMAUTO.NS,Auto Parts,Consumer Cyclical,803.0,,,,,,86400.0,2.0,49.01,49.74,48.3,51.38,49.01,49.74,48.3,51.38,,,1474329600.0,,1.81,0.732,,,260601.0,260601.0,238550.0,1013541.0,1013541.0,5960646656.0,31.0,64.77,1.2458189,41.7276,42.7412,,,8201366016.0,-0.100150004,30078173.0,122222000.0,0.74796,,122521000.0,4.549,10.694659,,-3.52,,0.25666666,0.372336,1474329600.0,NSI,EQUITY,7578000.0,0.062,509592736.0,3895911936.0,,,4784521216.0,700.789,39.246,,,,,,0.045,0.49155,0.10651,0.03701,SHIVAMAUTO.NS,SHIVAM AUTO.LTD,Shivam Autotech Limited,48.65,,,,,,none,,-0.73,2.6,Hold,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,8,6
3806,2024-12-15 18:31:55,SHIVAMILLS.NS,Textile Manufacturing,Consumer Cyclical,773.0,,,,,,86400.0,2.0,97.7,98.7,97.0,110.45,97.7,98.7,97.0,110.45,,,1660694400.0,,,0.216,,,156094.0,156094.0,58773.0,189981.0,189981.0,899407296.0,73.85,119.35,0.5319025,92.1402,92.73365,,,923511936.0,-0.01317,2165896.0,8641810.0,0.74937,,8664810.0,111.3,0.93261456,,-2.37,,-0.0025523305,1.2,1660694400.0,NSI,EQUITY,4994000.0,0.578,42655752.0,102954000.0,,,1690925056.0,10.704,195.763,,,,,,0.338,0.19178,0.02523,-0.01841,SHIVAMILLS.NS,SHIVA MILLS LIMITED,Shiva Mills Limited,103.8,,,,,,none,,6.24,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<1) indicates undervalued assets",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,8,5
3807,2024-12-15 18:31:55,SHIVATEX.NS,Textile Manufacturing,Consumer Cyclical,1614.0,,,,,,86400.0,2.0,223.49,229.78,217.3,231.98,223.49,229.78,217.3,231.98,,,1662076800.0,,5.56,0.346,34.50687,,6345.0,6345.0,50746.0,14711.0,14711.0,2938486016.0,135.0,299.0,0.9609104,231.192,187.4015,,,4523196928.0,-0.01148,2953425.0,12962700.0,0.7725,,13001000.0,95.025,2.378532,,6.55,,0.5661528,1.4,1662076800.0,NSI,EQUITY,16888000.0,1.303,149034752.0,1050652032.0,,,3058022912.0,85.295,236.137,,,,,,-0.327,0.42506,0.04874,0.06769,SHIVATEX.NS,SHIVA TEXYARN LIMITED,Shiva Texyarn Limited,226.02,,,,,,none,,1.13,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,19,14
3808,2024-12-15 18:31:55,SHK.NS,Specialty Chemicals,Basic Materials,603.0,,,,,,86400.0,2.0,270.1,272.2,268.25,275.9,270.1,272.2,268.25,275.9,2.75,0.0101,1712880000.0,3.4757001,,0.644,171.13208,22.121952,434162.0,434162.0,948734.0,234485.0,234485.0,37664354304.0,136.1,336.25,1.9096667,292.272,232.45045,,,42179321856.0,0.0044400003,47302540.0,138420992.0,0.70319,0.100810006,141239008.0,87.618,3.1055264,,1.59,14.9,0.80126715,0.75,1712880000.0,NSI,EQUITY,1111600000.0,8.031,3002074880.0,6657900032.0,,,19722999808.0,54.834,142.818,,,,,,0.056,0.43844002,0.15221,0.11858,SHK.NS,S H KELKAR AND CO. LTD.,S H Kelkar and Company Limited,272.1,370.0,370.0,370.0,370.0,,none,1.0,0.74,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,23,16
3809,2024-12-15 18:31:55,SHOPERSTOP.NS,Department Stores,Consumer Cyclical,6327.0,,,,,,86400.0,2.0,601.95,604.8,602.0,608.85,601.95,604.8,602.0,608.85,,,1563753600.0,,0.21,0.278,403.69998,44.20073,13784.0,13784.0,63213.0,59960.0,59960.0,66617159680.0,594.05,943.4,1.4909705,664.02,742.34,,,95837462528.0,0.00374,32745807.0,110011000.0,0.70331,0.23727,110769000.0,23.857,25.382486,,1.5,15.82,-0.11937678,0.710059,1563753600.0,NSI,EQUITY,140300000.0,1.274,3506299904.0,29302499328.0,0.03,0.824,44680400896.0,1115.521,406.348,0.027190002,0.06683,2379024896.0,6427100160.0,,0.073,0.37065,0.07848,0.025179999,SHOPERSTOP.NS,SHOPPERS STOP LIMITED,Shoppers Stop Limited,605.55,1000.0,600.0,789.4,780.0,,none,10.0,0.6,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,Trading near its 52-week low (bearish momentum),21,3
3810,2024-12-15 18:31:55,SHRADHA.NS,Real Estate - Development,Real Estate,,,,,,,86400.0,2.0,87.5,87.75,87.0,87.75,87.5,87.75,87.0,87.75,0.4,0.0046,1720742400.0,0.0937,,0.841,20.374708,,42243.0,42243.0,52523.0,39287.0,39287.0,4404244480.0,22.4,88.26,4.4266477,72.95284,51.08659,,,3174750464.0,0.21726,5141855.0,50623500.0,,,51063200.0,56.298,1.5453479,0.135,4.27,,2.1634128,1.0,1720742400.0,NSI,EQUITY,2984000.0,0.17,235692000.0,1629419008.0,0.126,1.451,994939008.0,161.495,49.171,0.04276,0.26346,-318011872.0,58049000.0,0.311,-0.6,0.24865,0.23688999,0.01454,SHRADHA.NS,SHRADHA INFRAPROJECTS LTD,Shradha Infraprojects Limited,87.0,,,,,,none,,-0.57,2.1,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum),8,7
3811,2024-12-15 18:31:55,SHREDIGCEM.NS,Building Materials,Basic Materials,245.0,,,,,,86400.0,2.0,88.34,88.8,88.45,89.47,88.34,88.8,88.45,89.47,3.0,0.034,1721347200.0,0.5882,,,17.362745,,145782.0,145782.0,394904.0,229886.0,229886.0,13099291648.0,81.19,123.9,1.7757547,89.2322,101.24235,,,12369480704.0,0.1014,50530452.0,147814000.0,0.06309,0.5514,147931008.0,26.604,3.3284469,-0.947,5.1,,-0.060712397,3.0,1721347200.0,NSI,EQUITY,33921000.0,0.258,1265665024.0,750222016.0,0.215,1.754,7376745984.0,21.428,50.03,0.10864,0.22487,-1018755776.0,683219968.0,-0.94,-0.209,0.48108003,0.17157,0.00398,SHREDIGCEM.NS,SHREE DIGVIJAY CEM CO LTD,Shree Digvijay Cement Company Limited,88.55,,,,,,none,,0.24,3.1,Hold,Buy,"High Beta (more volatile)-
 Pays a good dividend (>3%)",,,Hold,Trading near its 52-week low (bearish momentum),6,1
3812,2024-12-15 18:31:55,SHREECEM.NS,Building Materials,Basic Materials,7073.0,6.0,8.0,1.0,5.0,6.0,86400.0,2.0,27591.45,27502.0,27502.0,28115.0,27591.45,27502.0,27502.0,28115.0,110.0,0.004,1721692800.0,0.2188,0.33,0.397,58.512466,47.851093,37442.0,37442.0,29496.0,29375.0,29375.0,1013551988736.0,23500.0,30737.75,5.095841,25304.143,25770.895,,,945275142144.0,0.087069996,8743965.0,36080700.0,0.72763,0.19933,36136500.0,5954.583,4.7175846,-0.829,480.09,862.94,-0.03381133,55.0,1721692800.0,NSI,EQUITY,56955199488.0,1624.311,41403101184.0,16821999616.0,1.277,2.006,198897893376.0,8.041,5502.381,0.03801,0.08566,-8034762752.0,29841899520.0,-0.824,-0.155,0.60082,0.20816,-0.02526,SHREECEM.NS,SHREE CEMENT LIMITED,Shree Cement Limited,28091.25,28800.0,17550.0,25793.46,25986.0,2.74359,hold,39.0,1.81,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,24,12
3813,2024-12-15 18:31:55,SHREEPUSHK.NS,Specialty Chemicals,Basic Materials,730.0,,,,,,86400.0,2.0,364.1,364.9,364.9,384.8,364.1,364.9,364.9,384.8,1.5,0.0057,1726790400.0,0.113299996,,0.515,25.415815,23.086689,252787.0,252787.0,57561.0,196750.0,196750.0,12073666560.0,155.15,384.8,1.6209915,281.4214,227.9184,,,8352605184.0,0.05641,4222579.0,32337700.0,0.70678,,32382100.0,149.752,2.489783,0.628,14.67,16.15,0.72232735,1.5,1726790400.0,NSI,EQUITY,1097053056.0,34.684,653632256.0,1081993984.0,,,7448322048.0,22.846,235.617,,,,,0.622,0.106,0.33817002,0.08776,0.06236,SHREEPUSHK.NS,SHRE PUSH CHEM & FERT LTD,Shree Pushkar Chemicals & Fertilisers Limited,372.85,,,,,,none,,2.4,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),16,10
3814,2024-12-15 18:31:55,SHREERAMA.NS,Packaging & Containers,Consumer Cyclical,343.0,,,,,,86400.0,2.0,45.13,45.99,43.8,47.38,45.13,45.99,43.8,47.38,,,1007596800.0,,,0.547,42.657658,,115147.0,115147.0,338106.0,118975.0,118975.0,6463937536.0,21.5,52.5,3.4777296,36.388,29.04075,,,6482116096.0,0.080369994,38702424.0,133468000.0,0.67376,,136514000.0,8.491,5.5764923,1.066,1.11,,0.3352071,1.311031,1007596800.0,NSI,EQUITY,42204000.0,0.319,207700000.0,264295008.0,1.7,3.042,1858665984.0,23.544,13.864,0.06244,0.14259,-184428752.0,265260000.0,1.353,0.207,0.3543,0.11175,0.105749995,SHREERAMA.NS,SHREE RAMA MULTI TECH LTD,Shree Rama Multi-Tech Limited,47.35,,,,,,none,,4.92,1.7,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum),17,7
