row_insert_order,PreviousDayDate,Symbol_Input,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
6059,2024-12-14 23:36:08,SUTLEJTEX.NS,Textile Manufacturing,Consumer Cyclical,12899,,,,,,86400,2,66.05,65.4,63.51,73.35,66.05,65.4,63.51,73.35,1.0,0.0153,1692316800,0.8114,1.79,0.571,,10.234783,514295,514295,222411,196847,196847,11569603584,44.5,78.85,0.43547302,61.9888,61.78075,,,19156080640,-0.04384,43507967,163828992,0.81552005,0.0039399997,167872000,58.665,1.2037842,,-5.23,6.9,0.105707526,1.0,1692316800,NSI,EQUITY,52500000,0.32,-190375008,8464699904,,,26567899136,88.073,162.433,,,,,,-0.074,0.36356997,-0.00717,-0.01471,SUTLEJTEX.NS,SUTLEJ TEXT & INDUS LTD,Sutlej Textiles and Industries Limited,70.62,,,,,,none,,6.92,2.9,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Buy,Low Forward P/E (<20) indicates growth potential,Buy,Trading near its 52-week high (bullish momentum)
6060,2024-12-14 23:36:08,SUULD.NS,Apparel Retail,Consumer Cyclical,,,,,,,86400,4,4.9,5.04,4.65,5.04,4.9,5.04,4.65,5.04,,,1632787200,,,0.358,,,53844,53844,90121,133364,133364,295283488,3.78,11.0,0.023816641,4.4042,6.1812,,,3529120256,-1.632,61313435,61135300,,,68177104,-40.96,,,-188.82,,-0.44624275,1.375,1632787200,NSI,EQUITY,87600000,1.294,-15093000192,3292400128,,,12398199808,,184.564,,,,,,0.719,0.0091699995,-1.21735,-54.586212,SUULD.NS,SUUMAYA INDUSTRIES LTD,Suumaya Industries Limited,4.83,,,,,,none,,-1.43,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
6061,2024-12-14 23:36:08,SUVEN.NS,Drug Manufacturers - Specialty & Generic,Healthcare,141,,,,,,86400,2,148.52,148.8,143.6,151.24,148.52,148.8,143.6,151.24,,,1550102400,,0.69,1.621,,7.5581393,620628,620628,336332,553341,553341,31893321728,74.5,169.3,379.0101,130.67,122.7605,,,30575456256,,57984833,218074000,0.71764,0.03516,232507008,8.81,16.600452,,-6.69,19.35,0.81875384,1.381944,1550102400,NSI,EQUITY,1664838016,7.613,-1597112064,2442000,9.5,10.402,84149000,0.127,0.385,-0.367,-0.54976004,-799507648,-1487840000,,-0.159,0.90203005,,-20.857319,SUVEN.NS,SUVEN LIFE SCIENCES LTD,Suven Life Sciences Limited,146.25,,,,,,none,,-1.53,2.6,Hold,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Buy,Trading near its 52-week high (bullish momentum)
6062,2024-12-14 23:36:08,SUVENPHAR.NS,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,,,86400,2,1276.35,1275.95,1245.0,1282.75,1276.35,1275.95,1245.0,1282.75,,,1662681600,,,1.338,132.73872,,99935,99935,328487,284932,284932,322671149056,585.2,1360.0,34.52898,1265.495,928.992,,,299074912256,0.25731,95777519,254564992,0.60134,0.22424999,255076000,80.556,15.7033615,-0.496,9.53,,0.8283905,1.0,1662681600,NSI,EQUITY,8211267072,32.256,3190418944,649964032,,,9344936960,3.17,36.715,,,,,-0.496,-0.336,0.56407,0.34140998,0.2884,SUVENPHAR.NS,SUVEN PHARMACEUTICALS LTD,Suven Pharmaceuticals Limited,1265.0,1435.0,1435.0,1435.0,1435.0,1.0,strong_buy,1,-0.89,1.0,Strong Buy,Hold,High Beta (more volatile),Hold,Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
6063,2024-12-14 23:36:08,SUVIDHAA.NS,Information Technology Services,Technology,22,,,,,,86400,2,5.98,6.08,5.7,6.28,5.98,6.08,5.7,6.28,,,,,,0.588,,,712222,712222,309919,1095747,1095747,1260940160,4.65,10.5,12.584233,5.2378,5.5745,,,900415808,-1.5538901,80476052,209807008,0.60898,0.010720001,209807008,2.624,2.2903965,,-0.78,,-0.22278482,,,NSI,EQUITY,146800000,0.706,-45227500,,,,100200000,,0.483,,,,,,1.331,-0.1996,-0.45137,-0.95024,SUVIDHAA.NS,SUVIDHAA INFOSERVE LTD,Suvidhaa Infoserve Limited,6.01,,,,,,none,,0.5,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
6064,2024-12-14 23:36:08,SUYOG.NS,Telecom Services,Communication Services,368,,,,,,86400,2,1876.0,1899.0,1831.3,1899.0,1876.0,1899.0,1831.3,1899.0,1.25,0.0007,1724976000,,,0.251,27.787842,,24036,24036,40879,44181,44181,20057622528,1455.0,1947.7,11.533004,1714.593,1674.6201,,,20093769728,0.39077,2926671,10802500,0.63832,0.028110001,10807200,279.863,6.631637,0.38,66.79,,0.25317526,1.25,1724976000,NSI,EQUITY,36510000,3.425,1241396224,1503831040,,,1739149952,50.398,162.417,,,,,0.356,0.189,0.80333,0.71379,0.47448003,SUYOG.NS,SUYOG TELEMATICS LIMITED,Suyog Telematics Limited,1855.95,,,,,,none,,-1.07,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
6065,2024-12-14 23:36:08,SUZLON.NS,Specialty Industrial Machinery,Industrials,7700,7,6,8,5,7,86400,2,65.7,65.5,65.26,67.68,65.7,65.5,65.26,67.68,,,1216252800,,,1.2,93.19718,39.426098,47952699,47952699,62743207,52294203,52294203,903902068736,33.9,86.04,11.527775,66.9434,59.0607,,,880515940352,0.12239,9216407200,13647299584,0.24714,0.18591999,13660300288,3.368,19.646673,0.957,0.71,1.71,0.74900925,0.918214,1216252800,NSI,EQUITY,7779100160,0.583,11986899968,2767899904,0.718,1.709,78410801152,5.898,5.77,0.08705,0.237,3086200064,8666200064,0.875,0.477,0.37590998,0.15287,0.113690004,SUZLON.NS,SUZLON ENERGY LIMITED,Suzlon Energy Limited,66.17,82.0,67.0,74.83333,75.5,,none,6,0.72,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6066,2024-12-14 23:36:08,SVLL.NS,Trucking,Industrials,,,,,,,86400,2,339.0,339.0,334.0,339.0,339.0,339.0,334.0,339.0,,,,,,0.253,204.39026,,1878,1878,23789,24054,24054,3843403264,171.15,359.95,3.0118308,311.13,252.0949,,,4810057216,0.024600001,3061729,11466000,,,11692600,27.352,12.255046,0.026,1.64,,0.83671236,,,NSI,EQUITY,9733000,0.848,382874752,1074082048,,,1276102016,336.139,111.373,,,,,0.032,0.156,0.80831003,0.30003,0.1162,SVLL.NS,SHREE VASU LOGISTICS LTD,Shree Vasu Logistics Limited,335.2,,,,,,none,,-1.12,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
6067,2024-12-14 23:36:08,SVPGLOB.NS,Textile Manufacturing,Consumer Cyclical,7,,,,,,86400,2,6.87,6.76,6.52,6.76,6.87,6.76,6.52,6.76,,,1632268800,,,1.35,,,90276,90276,171373,436026,436026,828575040,4.98,10.9,0.30119318,6.025,6.8219,,,28640266240,-1.0641,45113240,126500000,0.6065,,127252000,-13.102,,,-37.71,,-0.2614525,0.03,1632268800,NSI,EQUITY,64239000,0.56,-603656832,24850823168,,,2750975488,1619.171,27.874,,,,,,-0.348,-0.03935,-0.21943001,-1.27727,SVPGLOB.NS,SVP GLOBAL TEXTILES LTD,SVP Global Textiles Limited,6.55,,,,,,none,,-4.66,2.6,Hold,Hold,High Beta (more volatile),None,None,Hold,No strong momentum
6068,2024-12-14 23:36:08,SWANENERGY.NS,Conglomerates,Industrials,137,,,,,,86400,2,764.15,756.0,742.1,804.4,764.15,756.0,742.1,804.4,0.1,0.0002,1726704000,0.0042,0.05,-0.023,36.966824,,13049871,13049871,4449233,12137844,12137844,244496449536,437.1,804.4,4.5661154,569.979,618.0335,,,198143541248,0.06837,121530369,313456992,0.57649,0.16008,320287008,200.311,3.8939447,-0.041,21.1,,0.59164894,0.1,1726704000,NSI,EQUITY,13866776576,44.238,10192080896,34398789632,,,53545832448,42.87,187.034,,,,,,0.42,0.22529,0.19034,0.30951,SWANENERGY.NS,SWAN ENERGY LIMITED,Swan Energy Limited,780.0,,,,,,none,,2.07,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
6069,2024-12-14 23:36:08,SWARAJENG.NS,Auto Parts,Consumer Cyclical,297,,,,,,86400,2,3132.8,3174.8,3132.85,3260.0,3132.8,3174.8,3132.85,3260.0,95.0,0.0292,1719532800,0.78050005,3.32,0.589,26.76548,22.37079,28384,28384,13027,12762,12762,39538851840,2148.0,3470.0,2.6137254,3036.434,2836.6096,,,37671227392,0.09776,5236359,12147300,0.57372004,0.09477,12436500,281.429,11.565795,0.206,121.61,86.44,0.2961154,95.0,1719532800,NSI,EQUITY,1842300032,151.659,2018148992,15500000,1.495,1.904,15127393280,0.453,1245.38,0.2086,0.45433998,952446144,1571204992,0.205,0.194,0.20583999,0.13340999,0.123509996,SWARAJENG.NS,SWARAJ ENGINES LTD,Swaraj Engines Limited,3254.95,3570.0,3400.0,3485.0,3485.0,,none,2,3.9,2.7,Hold,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
6070,2024-12-14 23:36:08,SWELECTES.NS,Solar,Technology,279,,,,,,86400,2,1101.15,1099.75,1065.2,1105.0,1101.15,1099.75,1065.2,1105.0,3.0,0.0026,1721606400,0.0359,1.02,1.057,28.153967,,24711,24711,47629,42841,42841,16299493376,483.7,1492.75,5.4107533,1104.469,1155.8345,,,22653741056,0.19049999,5182174,15158800,0.61896,0.00045000002,15159500,553.554,1.9423578,-0.424,38.19,,1.0976317,1.0,1721606400,NSI,EQUITY,184783008,12.19,925472768,5689982976,,,3012425984,66.334,198.287,,,,,-0.429,0.339,0.53763,0.30722,0.09442,SWELECTES.NS,SWELECT ENERGY SYS LTD,Swelect Energy Systems Limited,1075.2,,,,,,none,,-2.36,1.8,Buy,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6071,2024-12-14 23:36:08,SWIGGY.NS,Internet Retail,Consumer Cyclical,5401,,,,,,86400,2,504.3,506.2,504.3,536.7,504.3,506.2,504.3,536.7,,,,,,,,-100.214714,15929277,15929277,23937950,17821867,17821867,1193093758976,391.0,576.7,9.876777,477.72174,477.72174,,,21385361408,-0.19844,39537368,2238449920,,,2238449920,2591.48,0.20567398,,-10.59,,0.16743422,,,NSI,EQUITY,39865831424,399.623,-19401009152,9122280448,2.531,2.831,120797888512,12.253,54.825,,,,-16555799552,,0.348,0.41226003,-0.16061,0.26093,SWIGGY.NS,SWIGGY LIMITED,,533.0,708.0,325.0,498.5,475.0,2.55556,hold,8,5.69,2.6,Hold,Hold,"High Beta (more volatile)-
 Price-to-Book ratio (<1) indicates undervalued assets",Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
6072,2024-12-14 23:36:08,SWSOLAR.NS,Solar,Technology,786,,,,,,86400,2,489.1,488.1,471.55,488.5,489.1,488.1,471.55,488.5,,,1582502400,,,1.852,,17.765568,1347190,1347190,2219321,1302409,1302409,113244585984,408.35,828.0,3.0553384,536.126,630.17523,,,117325447168,-0.01375,119189650,233494000,0.45848,0.1344,235468000,41.097,11.801348,,-2.04,27.3,0.12153101,6.0,1582502400,NSI,EQUITY,5579200000,23.741,473500000,9074799616,0.438,1.393,37064499200,95.278,164.858,0.0055400003,-0.17701,3414562560,4425200128,,0.357,0.11016,0.0127799995,0.0139,SWSOLAR.NS,STRLNG & WIL REN ENE LTD,Sterling and Wilson Renewable Energy Limited,485.0,870.0,765.0,822.0,831.0,,none,3,-0.84,2.6,Hold,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
6073,2024-12-14 23:36:08,SYMPHONY.NS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,450,,,,,,86400,2,1347.85,1347.85,1336.05,1362.0,1347.85,1347.85,1336.05,1362.0,19.0,0.014099999,1730937600,0.5621,0.77,0.554,40.237038,29.330454,44796,44796,160713,59616,59616,93255761920,820.0,1880.95,6.5439425,1526.54,1281.7405,13.0,0.009644991,90434797568,0.16359,14162959,68671400,0.75747,0.10943,70472400,105.72,12.845251,0.6,33.75,30.78,0.5454494,2.0,1730937600,NSI,EQUITY,4499999744,65.17,2686500096,1720000000,0.831,1.216,14250699776,23.562,206.83,0.11955,0.33044997,2573374976,2925600000,0.603,0.145,0.49381,0.18852,0.18413,SYMPHONY.NS,SYMPHONY LIMITED,Symphony Limited,1358.0,1839.0,1030.0,1538.0,1547.5,,none,8,0.75,2.0,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6074,2024-12-14 23:36:08,SYNCOMF.NS,Drug Manufacturers - Specialty & Generic,Healthcare,998,,,,,,86400,2,21.74,21.72,21.31,22.27,21.74,21.72,21.31,22.27,,,,,,,55.897434,,3027109,3027109,4650365,4262620,4262620,20529627136,10.55,27.9,6.241953,20.7076,16.68465,,,14309427200,0.10077,341556322,940000000,0.50569,0.0001,941726016,4.516,4.827281,0.706,0.39,,0.83025205,,,NSI,EQUITY,954070016,1.374,387551008,142460000,3.745,5.013,3288975104,4.543,3.562,0.053940002,0.11356,-95296496,-50558000,1.0,0.668,0.38091,0.11783,0.14099,SYNCOMF.NS,SYNCOM FORMU (I) LTD,Syncom Formulations (India) Limited,21.8,,,,,,none,,0.28,1.3,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6075,2024-12-14 23:36:08,SYNGENE.NS,Diagnostics & Research,Healthcare,6510,,,,,,86400,2,870.05,870.45,859.6,877.25,870.05,870.45,859.6,877.25,1.25,0.0014,1719532800,0.1042,,0.585,72.29967,51.460064,446036,446036,852534,1434655,1434655,347487240192,607.65,960.6,10.068884,882.113,789.23376,,,344978948096,0.13964,169378201,401185984,0.55261004,0.29968,402225984,109.37,7.919448,-0.089,11.98,16.85,0.23391855,1.25,1719532800,NSI,EQUITY,10232999936,25.462,9443999744,6368000000,1.621,1.995,34510999552,14.488,85.982,0.05737,0.11630999,4169750016,9589000192,-0.09,-0.021,0.67584,0.27365,0.14545,SYNGENE.NS,SYNGENE INTERNATIONAL LTD,Syngene International Limited,866.15,1030.0,700.0,862.5,880.0,,none,8,-0.45,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
6076,2024-12-14 23:36:08,SYRMA.NS,Electronic Components,Technology,1321,,,,,,86400,2,599.8,596.5,578.35,612.0,599.8,596.5,578.35,612.0,1.5,0.0025,1725926400,0.2517,,-0.253,101.67227,46.655666,1695559,1695559,1861811,1533947,1533947,107751874560,376.35,705.2,2.810841,505.279,472.25574,,,110941175808,0.02765,59583220,178000000,0.69295,0.12111,178116992,92.512,6.5391517,0.278,5.95,12.98,-0.09389216,1.5,1725926400,NSI,EQUITY,4217299968,23.742,2198779904,6558280192,0.709,1.305,38334390272,38.304,215.964,0.02991,0.07536,-3187648768,991080000,0.277,0.17,0.1861,0.05736,0.06513,SYRMA.NS,SYRMA SGS TECHNOLOGY LTD,Syrma SGS Technology Limited,604.95,680.0,322.0,531.421,515.0,1.94444,buy,19,0.86,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6077,2024-12-14 23:36:08,TAINWALCHM.NS,Specialty Chemicals,Basic Materials,24,,,,,,86400,2,291.45,293.0,289.55,300.0,291.45,293.0,289.55,300.0,,,,,,0.363,69.57077,,10216,10216,61870,27303,27303,2807753472,120.0,335.0,23.974737,282.538,203.4808,,,2769901312,0.34416,2485554,9363860,0.73082,,9810450,159.232,1.8831015,-0.277,4.31,,1.051105,,,NSI,EQUITY,11177000,1.194,141000,,0.95,4.002,117113000,,12.504,-0.00162,0.03108,21211750,-8955000,-0.277,-0.218,0.21764,0.0011999999,-0.041840002,TAINWALCHM.NS,TAINWALA CHEMICAL AND PLA,Tainwala Chemicals and Plastics (India) Limited,299.85,,,,,,none,,2.88,1.0,Strong Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
6078,2024-12-14 23:36:08,TAJGVK.NS,Lodging,Consumer Cyclical,377,,,,,,86400,2,377.6,377.55,363.9,389.9,377.6,377.55,363.9,389.9,1.5,0.0039,1723161600,0.1108,1.5,0.689,28.434269,132.75862,811294,811294,278231,496795,496795,24140077056,221.8,422.65,5.6319637,324.078,336.2615,,,24328605696,0.24076,18443675,62701500,0.763,0.02806,63116600,92.328,4.1699157,0.699,13.54,2.9,0.64850426,1.5,1723161600,NSI,EQUITY,791800000,12.614,1402861952,906099968,0.711,1.125,4286263040,15.634,68.343,0.09854999,0.19374001,700298752,1299341056,0.7,0.187,0.62797,0.32729,0.26413,TAJGVK.NS,TAJ GVK HOTELS & RESORTS,TAJGVK Hotels & Resorts Limited,385.0,,,,,,none,,1.96,2.1,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
6079,2024-12-14 23:36:08,TAKE.NS,Biotechnology,Healthcare,203,,,,,,86400,2,17.24,17.24,17.05,17.67,17.24,17.24,17.05,17.67,,,1564617600,,0.73,1.01,,0.9800222,182073,182073,315627,129163,129163,2612514304,16.43,35.8,3.9820056,17.9336,20.20135,,,2902287872,-1.8232499,66783875,147934000,0.53543997,,148107008,-0.607,,,-8.18,18.02,-0.2995968,0.4,1564617600,NSI,EQUITY,8490000,0.058,-168210000,370849984,0.365,0.396,656080000,,4.487,-0.082779996,-2.3989,188378752,93160000,,-0.648,0.33380002,-0.25639,-1.22172,TAKE.NS,TAKE SOLUTIONS LTD,TAKE Solutions Limited,17.66,,,,,,none,,2.44,2.6,Hold,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
6080,2024-12-14 23:36:08,TALBROAUTO.NS,Auto Parts,Consumer Cyclical,742,,,,,,86400,2,338.2,339.85,325.1,345.15,338.2,339.85,325.1,345.15,0.7,0.0022,1732838400,0.0327,0.61,0.617,18.182299,,171623,171623,181584,133503,133503,21188208640,220.2,395.8,2.6412945,312.397,314.063,,,20250552320,0.14107999,22821213,61728200,0.64144,0.00282,61755200,87.024,3.9425905,0.184,18.87,,0.13171375,0.2,1732838400,NSI,EQUITY,51953000,0.842,1201222528,987025024,,,8021902848,18.374,130.007,,,,,0.184,0.144,0.45986,0.14974,0.12765999,TALBROAUTO.NS,TALBROS AUTO. COMP. LTD,Talbros Automotive Components Limited,343.1,,,,,,none,,1.45,2.5,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6081,2024-12-14 23:36:08,TANLA.NS,Software - Application,Technology,993,,,,,,86400,2,701.35,701.4,691.4,710.25,701.35,701.4,691.4,710.25,12.0,0.016900001,1721260800,0.2987,0.59,1.607,17.493774,13.25566,379444,379444,430823,593250,593250,94608891904,665.55,1248.0,2.3587272,753.145,879.03925,6.0,0.00855493,90511237120,0.13508001,62594144,134616992,0.51722,0.11848,134664992,157.003,4.474755,-0.087,40.16,53.9,-0.35199672,6.0,1721260800,NSI,EQUITY,5266748928,39.234,6881432064,696747008,1.998,2.2,40110145536,3.306,298.398,0.12984,0.28105,-32046750,4790679040,-0.088,-0.008,0.20979,0.17156,0.15186,TANLA.NS,TANLA PLATFORMS LIMITED,Tanla Platforms Limited,702.55,1250.0,988.0,1145.3334,1198.0,,none,3,0.17,2.5,Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential,Hold,Trading near its 52-week low (bearish momentum)
6082,2024-12-14 23:36:08,TARACHAND.NS,Farm & Heavy Construction Machinery,Industrials,677,,,,,,86400,2,77.4,78.0,75.75,78.0,77.4,78.0,75.75,78.0,,,1585526400,,,-0.283,26.550522,,72223,72223,235908,236955,236955,5781666816,27.21,104.78,3.000846,80.294,76.45505,,,,0.11116,4577062,75874896,,,77019200,62.533,1.2185565,1.689,2.87,,1.13885,0.75,1585526400,NSI,EQUITY,,,631942016,,,,1926679040,,128.832,,,,369459008,1.713,0.331,0.86267996,0.32799998,0.12798999,TARACHAND.NS,TARA CHAND INFRA SOLN LTD,,76.2,,,,,,none,,-1.55,2.1,Buy,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
6083,2024-12-14 23:36:08,TARAPUR.NS,Specialty Industrial Machinery,Industrials,,,,,,,86400,2,45.57,46.48,46.48,46.48,45.57,46.48,46.48,46.48,,,1285200000,,,-0.145,6.825257,,66373,66373,44872,59142,59142,906360000,5.0,46.48,566.8293,30.4944,17.49875,,,972835776,84.9187,10139339,19500000,0.44631,,19934100,-7.857,,,6.81,,6.945299,0.5,1285200000,NSI,EQUITY,11406000,0.576,-92529752,352527008,,,1599000,,0.081,,,,,,,-0.33396,,-63.02189,TARAPUR.NS,TARAPUR TRANSFORMERS LTD,Tarapur Transformers Limited,46.48,,,,,,none,,2.0,2.6,Hold,Hold,Low Beta (less volatile than the market),Hold,Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
6084,2024-12-14 23:36:08,TARC.NS,Real Estate - Development,Real Estate,187,,,,,,86400,2,213.55,212.0,208.45,216.81,213.55,212.0,208.45,216.81,,,,,,-0.091,,96.6,298142,298142,455411,357540,357540,62713802752,125.75,269.95,195.73781,228.17,198.5709,,,81231273984,,91916888,295096000,0.66642,0.03758,297320000,39.815,5.337687,,-6.22,,0.5749258,,,NSI,EQUITY,678004992,2.295,-82851000,19194310656,0.053,1.504,320396992,163.155,1.081,-0.00265,-0.1445,-2989098496,838054976,,-0.855,3.48286,-0.25858998,-6.0981,TARC.NS,TARC LIMITED,TARC Limited,212.52,340.0,340.0,340.0,340.0,,none,1,-0.48,2.6,Hold,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
6085,2024-12-14 23:36:08,TARIL.NS,Electrical Equipment & Parts,Industrials,528,,,,,,86400,2,1123.85,1138.0,1097.0,1138.0,1123.85,1138.0,1097.0,1138.0,0.2,0.0002,1715299200,0.0235,,0.561,130.99416,57.435898,206597,206597,264431,194444,194444,168167997440,601.5,1139.95,10.096624,895.801,816.4988,,,166025609216,0.07255,44492360,150083008,0.71147,0.13506,150150000,74.122,15.110224,27.106,8.55,,0.6355704,,,NSI,EQUITY,3924699904,26.367,2201150976,2440699904,1.72,2.493,16655863808,21.924,115.246,0.08104,0.16520001,-1149122944,63032000,24.333,0.795,0.29163998,0.13215,0.13604,TARIL.NS,TRANS & RECTI. LTD,,1120.0,1187.0,980.0,1083.5,1083.5,1.0,strong_buy,2,-0.34,2.2,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Buy,Trading near its 52-week high (bullish momentum)
6086,2024-12-14 23:36:08,TARMAT.NS,Engineering & Construction,Industrials,110,,,,,,86400,2,82.79,82.79,80.51,82.88,82.79,82.79,80.51,82.88,,,1284940800,,,0.558,,,21489,21489,75653,104947,104947,1732213120,70.75,153.9,1.9275554,79.4702,87.7515,,,1627838848,-0.01534,7504110,21314300,0.68105006,,21635400,60.821,1.3362161,-0.309,-0.67,,-0.05575478,1.0,1284940800,NSI,EQUITY,57065000,2.677,21710500,104665000,,,898657984,8.074,41.011,,,,,-0.27,0.024,0.15512,0.02416,0.03449,TARMAT.NS,TARMAT LIMITED,Tarmat Limited,81.27,,,,,,none,,-1.84,2.6,Hold,Hold,"Low Beta (less volatile than the market)-
 Price-to-Book ratio (<2) indicates potential for growth",None,None,Hold,Trading near its 52-week low (bearish momentum)
6087,2024-12-14 23:36:08,TARSONS.NS,Medical Instruments & Supplies,Healthcare,823,,,,,,86400,2,427.0,426.4,420.05,431.95,427.0,426.4,420.05,431.95,2.0,0.0047,1726790400,0.3082,,0.082,65.069336,33.784,24755,24755,57393,60261,60261,22516697088,378.0,574.4,6.404868,415.494,446.95975,2.0,0.0046838406,25417172992,0.09827,15600196,53206300,0.75658995,0.0958,53513700,115.133,3.6679316,-0.196,6.49,12.4,-0.17483944,2.0,1726790400,NSI,EQUITY,363580000,6.819,960400000,3169880064,0.483,1.194,3515559936,51.635,66.079,0.03454,0.057340004,-725435008,766360000,-0.199,0.497,0.66296,0.27319,0.11363,TARSONS.NS,TARSONS PRODUCTS LIMITED,Tarsons Products Limited,422.3,760.0,430.0,597.75,600.5,,none,4,-1.1,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
6088,2024-12-14 23:36:08,TASTYBITE.NS,Packaged Foods,Consumer Defensive,265,,,,,,86400,2,10798.1,10797.95,10635.9,10810.35,10798.1,10797.95,10635.9,10810.35,2.0,0.0002,1722470400,0.0312,0.02,0.27,182.50339,,1078,1078,4167,2520,2520,27648649216,9100.0,15498.0,5.6811905,11759.246,11642.957,,,32033855488,0.03382,475557,2566000,0.80714995,0.02754,2617290,1116.808,9.648033,,59.04,,-0.24834394,2.0,1722470400,NSI,EQUITY,85490000,33.316,549442496,864440000,,,4866699776,30.165,1893.801,,,,,,-0.449,0.37614,0.1129,-0.04144,TASTYBITE.NS,TASTY BITE EATABLES LTD,Tasty Bite Eatables Limited,10775.0,,,,,,none,,-0.21,1.0,Strong Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
