row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank,Stock_Volatile,Stock_Volatile_Percentage,D01_01_Diff,D02_01_Diff,D03_01_Diff,D04_01_Diff,D05_01_Diff,D08_01_Diff,D09_01_Diff,D10_01_Diff,D11_01_Diff,D12_01_Diff,D15_01_Diff,D16_01_Diff,D17_01_Diff,D18_01_Diff,D19_01_Diff,D22_01_Diff,D23_01_Diff,D24_01_Diff,D25_01_Diff,D26_01_Diff,D29_01_Diff,D30_01_Diff,D31_01_Diff,D01_02_Diff,D02_02_Diff,D05_02_Diff,D06_02_Diff,D07_02_Diff,D08_02_Diff,D09_02_Diff,D12_02_Diff,D13_02_Diff,D14_02_Diff,D15_02_Diff,D16_02_Diff,D19_02_Diff,D20_02_Diff,D21_02_Diff,D22_02_Diff,D23_02_Diff,D26_02_Diff,D27_02_Diff,D28_02_Diff,D29_02_Diff,D01_03_Diff,D04_03_Diff,D05_03_Diff,D06_03_Diff,D07_03_Diff,D08_03_Diff,D11_03_Diff,D12_03_Diff,D13_03_Diff,D14_03_Diff,D15_03_Diff,D18_03_Diff,D19_03_Diff,D20_03_Diff,D21_03_Diff,D22_03_Diff,D25_03_Diff,D26_03_Diff,D27_03_Diff,D28_03_Diff,D29_03_Diff,D01_04_Diff,D02_04_Diff,D03_04_Diff,D04_04_Diff,D05_04_Diff,D08_04_Diff,D09_04_Diff,D10_04_Diff,D11_04_Diff,D12_04_Diff,D15_04_Diff,D16_04_Diff,D17_04_Diff,D18_04_Diff,D19_04_Diff,D22_04_Diff,D23_04_Diff,D24_04_Diff,D25_04_Diff,D26_04_Diff,D29_04_Diff,D30_04_Diff,D01_05_Diff,D02_05_Diff,D03_05_Diff,D06_05_Diff,D07_05_Diff,D08_05_Diff,D09_05_Diff,D10_05_Diff,D13_05_Diff,D14_05_Diff,D15_05_Diff,D16_05_Diff,D17_05_Diff,D20_05_Diff,D21_05_Diff,D22_05_Diff,D23_05_Diff,D24_05_Diff,D27_05_Diff,D28_05_Diff,D29_05_Diff,D30_05_Diff,D31_05_Diff,D03_06_Diff,D04_06_Diff,D05_06_Diff,D06_06_Diff,D07_06_Diff,D10_06_Diff,D11_06_Diff,D12_06_Diff,D13_06_Diff,D14_06_Diff,D17_06_Diff,D18_06_Diff,D19_06_Diff,D20_06_Diff,D21_06_Diff,D24_06_Diff,D25_06_Diff,D26_06_Diff,D27_06_Diff,D28_06_Diff,D01_07_Diff,D02_07_Diff,D03_07_Diff,D04_07_Diff,D05_07_Diff,D08_07_Diff,D09_07_Diff,D10_07_Diff,D11_07_Diff,D12_07_Diff,D15_07_Diff,D16_07_Diff,D17_07_Diff,D18_07_Diff,D19_07_Diff,D22_07_Diff,D23_07_Diff,D24_07_Diff,D25_07_Diff,D26_07_Diff,D29_07_Diff,D30_07_Diff,D31_07_Diff,D01_08_Diff,D02_08_Diff,D05_08_Diff,D06_08_Diff,D07_08_Diff,D08_08_Diff,D09_08_Diff,D12_08_Diff,D13_08_Diff,D14_08_Diff,D15_08_Diff,D16_08_Diff,D19_08_Diff,D20_08_Diff,D21_08_Diff,D22_08_Diff,D23_08_Diff,D26_08_Diff,D27_08_Diff,D28_08_Diff,D29_08_Diff,D30_08_Diff,D02_09_Diff,D03_09_Diff,D04_09_Diff,D05_09_Diff,D06_09_Diff,D09_09_Diff,D10_09_Diff,D11_09_Diff,D12_09_Diff,D13_09_Diff,D16_09_Diff,D17_09_Diff,D18_09_Diff,D19_09_Diff,D20_09_Diff,D23_09_Diff,D24_09_Diff,D25_09_Diff,D26_09_Diff,D27_09_Diff,D30_09_Diff,D01_10_Diff,D02_10_Diff,D03_10_Diff,D04_10_Diff,D07_10_Diff,D08_10_Diff,D09_10_Diff,D10_10_Diff,D11_10_Diff,D14_10_Diff,D15_10_Diff,D16_10_Diff,D17_10_Diff,D18_10_Diff,D21_10_Diff,D22_10_Diff,D23_10_Diff,D24_10_Diff,D25_10_Diff,D28_10_Diff,D29_10_Diff,D30_10_Diff,D31_10_Diff,D01_11_Diff,D04_11_Diff,D05_11_Diff,D06_11_Diff,D07_11_Diff,D08_11_Diff,D11_11_Diff,D12_11_Diff,D13_11_Diff,D14_11_Diff,D15_11_Diff,D18_11_Diff,D19_11_Diff,D20_11_Diff,D21_11_Diff,D22_11_Diff,D25_11_Diff,D26_11_Diff,D27_11_Diff,D28_11_Diff,D29_11_Diff,D02_12_Diff,D03_12_Diff,D04_12_Diff,D05_12_Diff,D06_12_Diff,D09_12_Diff,D10_12_Diff,D11_12_Diff,D12_12_Diff,D13_12_Diff,D16_12_Diff,D17_12_Diff,D18_12_Diff,D19_12_Diff,D20_12_Diff,D23_12_Diff,D24_12_Diff,D25_12_Diff,D26_12_Diff,D27_12_Diff,D30_12_Diff,D31_12_Diff,W01_01,W02_01,W03_01,W04_01,W05_01,W06_02,W07_02,W08_02,W09_02,W10_03,W11_03,W12_03,W13_03,W14_04,W15_04,W16_04,W17_04,W18_04,W19_05,W20_05,W21_05,W22_05,W23_06,W24_06,W25_06,W26_06,W27_07,W28_07,W29_07,W30_07,W31_07,W32_08,W33_08,W34_08,W35_08,W36_09,W37_09,W38_09,W39_09,W40_09,W41_10,W42_10,W43_10,W44_10,W45_11,W46_11,W47_11,W48_11,W49_12,W50_12,W51_12,W52_12,W53_12,M01_2024,M02_2024,M03_2024,M04_2024,M05_2024,M06_2024,M07_2024,M08_2024,M09_2024,M10_2024,M11_2024,M12_2024,2024,Expert_Comments,Expert_Review
11,2024-12-27 23:59:57,AADHARHFC.NS,3931.0,,,,,,86400.0,2.0,427.65,423.15,427.9,,,,,,,282827.0,282827.0,821929.0,0.043319996,0.16816,,-22989899776.0,420.4882,,,309564735488.0,99388879.0,430680000.0,0.76057,0.07858,430680000.0,137.056,3.0976388,0.153,16.15,,0.29367125,,,NSI,EQUITY,18294900736.0,42.7,,146087297024.0,774786.0,774786.0,182845194240.0,292.0,516.8,10.492244,431.657,35.121,35.655,17426700288.0,248.777,42.784,0.064,0.246,0.98120004,,0.62783,0.47839,426.2,427.65,423.15,427.9,426.2,26.287926,15.800148,AADHARHFC.NS,AADHAR HOUSING FINANCE L,,Mortgage Finance,Financial Services,424.55,600.0,550.0,572.0,560.0,,none,5.0,-0.39,2.1,Buy,Hold,High Beta (more volatile),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,,,14.0,8.0,4.75,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,-0.39,,
12,2024-12-27 23:59:57,AAKASH.NS,1252.0,,,,,,86400.0,2.0,10.35,9.43,10.75,,,,,,0.779,113640.0,113640.0,180280.0,,,,,11.7724,,,1279812480.0,33216694.0,101250000.0,,,101250000.0,5.78,1.750865,0.155,6.03,,-0.11739129,,,NSI,EQUITY,78372000.0,0.786,172108832.0,259766000.0,160434.0,160434.0,1024649984.0,8.25,17.15,1.025296,10.9022,,,999369984.0,44.387,9.921,0.2,0.421,0.87749,0.17222,0.0627,0.06368,10.15,10.35,9.43,10.75,10.15,1.6782752,,AAKASH.NS,AAKASH EXPLORATION SER L,Aakash Exploration Services Limited,Oil & Gas Equipment & Services,Energy,10.12,,,,,,none,,-0.3,2.9,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),,,5.0,1.0,1.32,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,,
13,2024-12-27 23:59:57,AAREYDRUGS.NS,,,,,,,86400.0,2.0,55.4,55.0,55.5,,,,,,0.92,5540.0,5540.0,22911.0,,,,,55.4298,,,1843319168.0,13659921.0,28354300.0,0.51126,0.02622,28461600.0,47.327,1.1726922,0.71,2.26,,0.0979228,,,NSI,EQUITY,28900924.0,1.03,42721344.0,313523072.0,7495.0,7495.0,1579618816.0,37.35,74.8,0.33496776,60.1866,,,4715734016.0,23.613,180.526,0.541,1.491,0.02987,0.00906,0.00561,0.01102,55.5,55.4,55.0,55.5,55.5,24.557522,,AAREYDRUGS.NS,AAREY DRUGS & PHARM LTD,Aarey Drugs & Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,55.5,,,,,,none,,0.0,2.1,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),,,10.0,8.0,0.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
14,2024-12-27 23:59:57,AARON.NS,158.0,,,,,,86400.0,2.0,378.55,378.55,394.3,1.0,0.0029,1726531200.0,0.1456,,0.45,15539.0,15539.0,34685.0,0.097720005,0.20387,-243749248.0,75134000.0,276.8585,,,4007773440.0,2956817.0,10473200.0,,,10634500.0,36.317,10.543271,0.52,6.89,,0.35607946,1.0,1726531200.0,NSI,EQUITY,20951000.0,1.978,126670000.0,345280000.0,62788.0,62788.0,4010188288.0,242.1,417.35,5.796234,309.543,0.271,1.208,691860992.0,89.772,66.456,0.564,0.306,0.33990002,0.18309,0.1505,0.10429,382.55,378.55,378.55,394.3,382.55,55.573296,,AARON.NS,AARON INDUSTRIES LIMITED,Aaron Industries Limited,Specialty Industrial Machinery,Industrials,382.9,,,,,,none,,0.09,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,22.0,13.0,15.75,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,,
15,2024-12-27 23:59:57,AARTECH.NS,73.0,,,,,,86400.0,2.0,79.0,76.6,82.55,0.25,0.0042,1727049600.0,0.3268,,0.579,211493.0,211493.0,230078.0,,,,,70.14933,,,1821903104.0,4764122.0,31770400.0,0.76819,,31782500.0,9.296,8.848968,0.438,0.92,,0.7510022,0.25,1727049600.0,NSI,EQUITY,113700000.0,3.555,-2993250.0,42002000.0,197870.0,197870.0,2614428416.0,43.933334,87.4,7.9277234,70.5162,,,329783008.0,14.219,10.461,0.42,0.037,0.35029998,-0.00908,-0.06713,0.049039997,78.62,79.0,76.6,82.55,78.62,89.41305,,AARTECH.NS,AARTECH SOLONICS LIMITED,Aartech Solonics Limited,Electrical Equipment & Parts,Industrials,82.26,,,,,,none,,4.63,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),,,,,22.0,8.0,5.95,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,4.63,,
16,2024-12-27 23:59:57,AARTIDRUGS.NS,1064.0,,,,,,86400.0,2.0,456.0,446.0,479.6,1.0,0.0023,1707177600.0,0.060399998,2.33,0.826,851327.0,851327.0,148553.0,0.061680004,0.12241,837400128.0,3081932032.0,499.617,,,44695666688.0,35233871.0,91270000.0,0.6184,0.097279996,91356200.0,139.958,3.2177513,-0.116,16.57,,-0.074611604,1.0,1707177600.0,NSI,EQUITY,295600000.0,3.239,2867795968.0,5901000192.0,255101.0,255101.0,41103446016.0,419.55,635.0,1.7273211,465.888,0.914,1.608,23796064256.0,46.181,259.782,-0.106,-0.067,0.33796,0.12052,0.09159,0.06397,452.7,456.0,446.0,479.6,452.7,27.178637,16.67963,AARTIDRUGS.NS,AARTI DRUGS LTD.,Aarti Drugs Limited,Drug Manufacturers - Specialty & Generic,Healthcare,450.35,555.0,555.0,555.0,555.0,,none,1.0,-0.52,1.8,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential,,,13.0,11.0,33.6,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,-0.52,,
17,2024-12-27 23:59:57,AARTIIND.NS,6100.0,,,,,,86400.0,2.0,413.25,410.0,418.75,1.0,0.0025,1721952000.0,0.08140001,0.37,0.719,851428.0,851428.0,1834110.0,0.041500002,0.08507,-7368462336.0,8858699776.0,609.295,,,181424717824.0,202796389.0,362520000.0,0.42952,0.23791,362651008.0,150.729,2.7284064,-0.429,12.27,,-0.36383927,1.0,1721952000.0,NSI,EQUITY,3240000000.0,8.972,10508600320.0,38829998080.0,1217546.0,1217546.0,149086355456.0,402.1,769.25,2.130621,460.378,0.309,0.889,69973196800.0,71.339,192.789,-0.424,0.123,0.36303002,0.15018,0.056950003,0.06366,413.25,413.25,410.0,418.75,413.25,33.516705,26.376822,AARTIIND.NS,AARTI INDUSTRIES LTD,Aarti Industries Limited,Specialty Chemicals,Basic Materials,411.25,775.0,320.0,512.75,480.5,3.3,hold,20.0,-0.48,1.4,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,21.0,14.0,8.75,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,-0.48,,
18,2024-12-27 23:59:57,AARTIPHARM.NS,2095.0,,,,,,86400.0,2.0,647.0,636.1,715.0,2.0,0.0034999999,1722384000.0,0.1192,,,5313813.0,5313813.0,228698.0,0.07967,0.12981,-1501003392.0,2112627968.0,594.695,,,54588829696.0,44866541.0,90626000.0,0.47564998,0.18099001,90832400.0,204.972,3.3050857,0.054,25.17,,0.2535435,1.0,1722384000.0,NSI,EQUITY,995131008.0,10.986,4033265920.0,3864698112.0,527093.0,527093.0,61394583552.0,399.55,721.7,3.1196723,625.098,0.795,2.014,19679817728.0,20.815,217.207,0.052,0.041,0.43523,0.20493999,0.15892,0.1159,632.35,647.0,636.1,715.0,632.35,26.914978,,AARTIPHARM.NS,AARTI PHARMALABS LIMITED,Aarti Pharmalabs Limited,Drug Manufacturers - Specialty & Generic,Healthcare,677.45,,,,,,none,,7.13,2.1,Buy,Hold,High Beta (more volatile),,,,,10.0,8.0,78.9,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,7.13,,
19,2024-12-27 23:59:57,AARTISURF.NS,334.0,,,,,,86400.0,2.0,644.95,640.0,660.0,,,1627862400.0,,,1.151,5131.0,5131.0,10306.0,,,,,678.983,,,6910230016.0,3637919.0,8458500.0,0.58871,0.00017000001,8505680.0,257.303,2.5149336,-0.577,18.1,,-0.14831519,2.954095,1627862400.0,NSI,EQUITY,63145000.0,7.452,568038528.0,992084992.0,4707.0,4707.0,5473495040.0,548.15,918.0,0.93633544,684.344,,,5845656064.0,45.486,717.942,-0.577,-0.036,0.23754999,0.09717,0.03762,0.0313,642.0,644.95,640.0,660.0,642.0,35.75138,,AARTISURF.NS,AARTI SURFACTANTS LIMITED,Aarti Surfactants Limited,Specialty Chemicals,Basic Materials,647.1,,,,,,none,,0.79,1.4,Strong Buy,Hold,High Beta (more volatile),,,,,21.0,14.0,20.0,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.79,,
20,2024-12-27 23:59:57,AARVEEDEN.NS,386.0,,,,,,86400.0,2.0,108.1,108.1,109.75,,,1346284800.0,,,0.967,53679.0,53679.0,31099.0,,,,,42.69475,,,,8969461.0,23459800.0,0.75435996,0.02105,23506500.0,7.331,14.970673,,7.58,,2.8156028,0.5,1346284800.0,NSI,EQUITY,,,-286682496.0,,79722.0,79722.0,2574713088.0,21.65,109.75,2.9226055,70.2452,,,880964992.0,,37.56,,0.305,0.08675,-0.32542,-0.88962,-0.03907,107.6,108.1,108.1,109.75,107.6,14.478892,,AARVEEDEN.NS,AARVEE DEN. & EXP. LTD,Aarvee Denims and Exports Ltd.,Textile Manufacturing,Consumer Cyclical,109.75,,,,,,none,,2.0,2.2,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),,,12.0,9.0,1.65,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,
